,class,tweetid,unprocessed_text
2494,m,1199284636054102018,_U _U _U Miller would be a monster off Xanax
10508,c,1201828173199089670,_U I’d like to think so but I can’t remember. They gave me morphine so I was off the planet for a while. 🤪😘
3256,c,1199633666143608832,xanax and bed for me and bae today woo.
10999,c,1201934914700161024,_U ah i see. i'm on prescription medication too. 225mg of pregabalin (it has a small anti-anxiety component) #bpdchat
10845,m,1201905626802208769,"_U I have more detailed commentary on this good but widely misrepresented study—including that the results endorse stepped treatment w opioids as last result (“non-opioid” arm includes tramadol, an opioid)."
2143,m,1199221279288692736,White boys who cant roll zoots sayin shit like 'smoke gas ni🅱️🅱️a' online to live up to some xanax soundcloud rapper image is nxt level wet
9580,a,1201481012070498304,"_U _U lynnie the local high school xanax slinger. dear lord, hey kid u want some good good?"
6189,c,1200547849525706752,turns out a major side effect of adderall is anorexia. this makes sense now.
11228,c,1201992578016645120,"between surgery, being in pain pre-surgery i need to be pumped with oodles of morphine, puking out food, spending 2 weeks in various wards, dealing with hospitalisation bills and outpatient, insurance and xrays and going about with my wheelchair and walking frame, it's been a lot"
8039,m,1201020401977057280,Don't fuck with adderall unless you REALLY NEED it kids. Memory loss and insomnia are not fun.
3871,m,1199804542524809219,"_U I have no personal experience with it, but I'm told Xanax helps with this condition you have."
5824,c,1200467606609772544,but i'm gonna try and calm down i'm already sleepy from my xanax so i'm gonna play some zelda and go to sleep
6092,m,1200529211032821760,What in the fuck is infowars? It's ok. We know you're a racist. You just eat a few valium and jump on the  bandwagon. You have no clue about anything. How many brown children (as you racists like to say) have you adopted or fostered? Zero. I'm sure your childhood sucked
7454,m,1200881029562740737,"Don't even bother watching _U anymore. Kaitie gives terrible advice, Wyatt is weak to trust it. Liam is a fool, Hope is a homewrecker and acts innocent. Brooke, is crazy. Take a Xanax. Ridge, divorce her. Only person I like, Steffy, and she just keeps getting shit on."
9542,m,1201476794748149762,_U proves how effective trump is as libtwit far left media still angry/delusional/deranged need to up their prozac & resperidone
7389,c,1200861691002720256,"Ok, so yes I’m starting seroquel. I probably shouldn’t be posting all this on twitter, but also I think #mentalhealth should be discussed."
2405,m,1199275028094816256,"_U _U If that is true, Valium doesn’t create someone to plan violence over a period of time."
2407,a,1199275315140472832,Taking 4 adderall in one day causes some serious need to clean and attention to detail
4402,m,1199964692451676160,_U Either drinking or on some heavy meds. They probably poured a bottle of xanax down his throat at 7 a.m. today.
4884,m,1200130486921834496,i need a xanax omg.
10372,m,1201791660906221573,_U You MUST visit a counselor! It might be the premenstrual syndrome though. Have you heard about CLONAZEPAM? It's an awesome pill.Purified and so but it's on a special regime here.We have green prescriptions which means that they will copy all data from one's ID.
2120,m,1199218785229660160,_U Guess the doctors didn't renew his valium
9340,m,1201430101092700160,"people straight up take heroin, xanax and smoke crack-i just searched through 10 pages of google checking if i can take claritin and lactaid"
2563,c,1199490859546398721,"marinol+my nightly lyrica performed an exorcism on my brains. the banishing of my anxiety is a perk, but i miss my overactive, chattery mind"
2017,m,1199193241062707200,_U adderall lool
6796,m,1200707043440709632,i have to read 200 pages tonight.... jesus be an adderall
3301,c,1199646655307534336,_U waking nightmare is more accurate. despite the anti psychotic seroquel & the 10 muscle relaxers (soma) i only slept 30 min
11935,m,1202184584676466688,_U Just like the amount who take adderall now
5457,c,1200379345556119552,hey two days ago was the 11th year i'm on tramadol and motherfucker thats fucked
12526,c,1202318940048908288,Once this Ativan kicks in its over for you hoes
1607,m,1199115388845481989,_U _U _U She’s frantically waiting for her xanax refill to be delivered.
1271,m,1199047178871869441,_U _U ✔️Time to lay off the Adderall Liz. ✔️
7854,a,1200971580576284672,_U _U ever since I gave him those xanax he's had issues controlling his emotions....
2467,m,1199281476757598208,"_U _U Adderall is a stimulant, so its def recommended against it depending on the strength of the caffeine pills"
5,m,1198503849197215746,"_U yoga,  mediation,  exercise and if needed ativan"
4395,a,1199955457525325824,_U Naaaaaw. Xanax? Sure! Maybe cocaine too?
10247,c,1201758117933076482,dont know if its the adderall or stress
6871,c,1200723309819781120,im too relaxed on ativan right now
2085,m,1199200401788198912,"""the needle and the spoon"" at a methadone clinic.  #songsininappropriateplaces"
885,m,1198854415299596289,Difference between alcohol heroin Adderall Ritalin (meth) cocaine LSD cigarettes = corporate controlled legal #perspective #realitycheck
11860,c,1202163839841775616,They gave me hydrocodone for my foot lol
551,a,1198473849848897536,_U Already texting the adderall plug about to take 5 and listen to the whole thing at once with noise cancelling headphones when it comes out
7060,a,1200772445822758912,i shoulda got a xanax instead of this acid. i just want to sleep.
556,c,1198474320865103872,is acne probable cause to switch medications? this seroquel has me breaking out everywhere. 😩😭
8456,a,1201120273610752002,i got some hydrocodone thank fkn gawd
4245,m,1199931450314969089,"wash the xanax down wit syrup , hope it wash away all this damn pain 😞"
6014,c,1200516576639954949,i remember when i use to take asenapine and i couldn't feel my body 5 min into it and i'd pass out on everyone when they came over.
9230,m,1201401997720739841,Mother Nature: take a Xanax 💨💊
4956,m,1200168751657836547,"corrupt Congressmen.  Which one of those men is the drug dealer?  In the opioid crisis, ALL OF THEM are. Arrest them all.  #oxycodone"
1508,c,1199096718681419777,lowkey afraid to start my adderall tomorrow
4,m,1198502915574554624,tramadol are not friends nor food
2113,m,1199217953570512896,It appears to be free lunch day at the methadone clinic
7250,c,1200817558347288576,I want my klonopin again
6429,m,1200615299940155392,"_U _U _U _U _U _U _U _U _U _U _U ""...you intoxicate me just like nicotine, heroin, morphine. suddenly, I'm a fiend and you're all I need, yeah, all I need..."" #BestSoloBreakout #CamilaCabello #iHeartAwards"
4394,m,1199955410502987776,Vyvanse is 10000x better than adderall
11219,c,1201991448306077701,it's 2am and i'm still wired from vyvanse i took 9 hours ago
2574,c,1199491888195219458,Forgot how bad my reaction is to tramadol if taken as prescribed for 24 hrs 🙄vommitting on top of everything else 😬FML
12813,c,1202390139286233088,"cbd oil & valerian have worked better for me than any mix of lamictal, zoloft, risperidal i was on."
3823,m,1199799145005043712,_U risperidone heard bad things about Q. Always had nightmare wake up more tired than I started. Drives me mad. Xx
12737,m,1202366052774170624,"_U Poor baby, maybe a handful of Valium will help"
10022,m,1201712920855564288,“_U: “_U: adderall had me feeling like bill nye in science class”_U”😂😂😂
12897,m,1202443728616603649,_U Bigpharma does not provide most Morphine- it is Generic providers. Bigpharma provides expensive/lethal arthritis meds
3657,m,1199764201616674817,Honey Wheres My Alprazolam Lol ..
4658,c,1200008545783160833,_U I like diazepam and prozac
1748,a,1199139159182643200,vodka + cranberry + xanax = a great night! #wornthefuckout #goodnight #cfs #fibromyalgia #bipolardisorder #isuck #kids #life #tired #doit
9537,c,1201476223840460805,"_U Ear infection, half deaf, massive withdrawal from forgetting my meds, dizzy, shaking, heart pounding, need a Valium so bad I would club a baby seal for one, but at least I can't get a period so I guess you win."
9675,m,1201504139836039168,_U xanax seems more effective than red lipstick.
10020,a,1201712721718390784,hit me got them xanax letters imprinted on them whites
3625,m,1199760769589616640,back of my daddy 👨🏻❤️ and i wish i had morphine that would be biblical
553,m,1198474007575707648,_U Have you been taking Ativan for more than 4 weeks? I thought I read something about 4 weeks being a limit for it.
3318,c,1199648414218280961,I bought a Klonopin yesterday for today.
3245,a,1199632286926475264,"my mom says i need to clean more, i totally agree..prescribe me to adderall and i'll clean the house daily"
8740,m,1201179910695505920,fuck you xanax ‼️ bitch you got my brotha killed 🤐
4870,m,1200128971226124289,can dogs have adhd cause my dog needs some adderall for his nut ass
3747,m,1199782712644497409,body by adderall
6699,m,1200684893929451521,"I still ain’t managed to calm down so fed up with her, I’m so wound up that I think I actually need valium to calm down she’s turned me into a total emotional wreck! Panic attacks are not what I wanted today!!!"
1991,m,1199182188056629253,_U If drug dealers get the death penalty then so should the drug companies who pushed OxyContin knowing what the consequences were for the majority taking it.#PeopleOverProfit
9474,a,1201456661648609280,_U I’m worried what you heard was give me a lot of Valium. What I said was give me all. the. Valium. you have.
5736,c,1200438745155194880,_U or seroquel 300 i took one once at south and i knocked tf out the whole class i couldn't keep my eyes open there for insomnia
6772,m,1200700296495796224,i need a cookie and a large iced coffee and a xanax and a million dollars and a brand new car and a free trip to bonnaroo and harry tickets
5903,c,1200496559026298881,"_U When the ER shot me up with Ativan, I think I slept for 2 days:) be prepared for that;)"
7277,c,1200820481810718725,_U valium is 1 hell of a drug. 8)
10466,m,1201814971090427905,_U Hi Eric so sorry for your lost.  Was the Xanax prescribed?  I ask because many of your followers I’m sure take Xanax for anxiety and this will cause concern for sure.
6950,m,1200751353804578816,_U It’s a set up how he die off Xanax
9117,m,1201377642039132160,if you think not having your headphones in the gym is the worst... try taking vyvanse and going to the library with out them
